,Unnamed: 0,Job Title,role_code,Category,Industry,Average/Salary Per Year
660,1077,sourcing manager,10523,,,
661,1078,sourcing cluster head,10515,,,
662,1079,recruitment marketing and sourcing senior coordinator,8448,,,
663,1080,online english instructor,6940,,,
664,1082,production planning engineer,7788,,,
665,1083,quality assurance engineer,8196,,,
666,1086,offshore recruiter,6896,,,
667,1087,junior recruiter,5858,,,
668,1097,data encoder,2746,,,
669,1098,recruiting manager,8343,Technology,Data Processing Services,1920000.0
670,1100,hr recruitment manager,4711,,,
671,1101,hr recruitment assistant manager,4706,,,
672,1104,hr performance management representative,4659,,,
673,1106,content moderation analyst,2123,,,
674,1107,customer experience representative,2512,,,
675,1109,instrumentation engineer intern,5250,,,
676,1110,payroll operations senior analyst,7250,,,
677,1111,payroll operations analyst,7248,,,
678,1112,human resources administrator,4930,,,
679,1113,hr assistant (internal),4470,,,
680,1114,hr admin assistant,4387,,,
681,1115,front desk,3801,,,
682,1116,billing clerk,1190,Retail and Customer Service,New Car Dealer,168576.0
683,1120,backend developer,1139,,,
684,1121,frontend developer,3821,,,
685,1124,independent contractor - recruitment ,5115,,,
686,1126,human resources assistant (employee relations),4937,,,
687,1128,employee relations assistant,3249,,,
688,1129,proctor,7608,,,
689,1134,senior database administrator,9441,,,
690,1139,advance app engineering analyst,322,,,
691,1141,senior client partner,9377,,,
692,1142,business operations analyst,1424,Technology,Unified Communication Services,624000.0
693,1143,business operations associate,1425,,,
694,1146,devsecops engineer,2973,,,
695,1147,scrum master,9153,,,
696,1148,software engineer and scrum master,10417,,,
697,1149,software engineer (agile-scrum),10396,,,
698,1152,application developer intern,469,,,
699,1153,hr people advisor,4655,,,
700,1154,hr talent fulfillment analyst - technology,4804,,,
701,1155,recruitment specialist ii,8485,,,
702,1159,software engineer ,10395,,,
703,1161,radio frequency test engineer,8288,,,
704,1163,qve (supply chain deployment),8276,,,
705,1164, application development associate,1,,,
706,1165,graphic design associate,4075,,,
707,1166,statistician intern,10834,,,
708,1167,work immersion,12312,,,
709,1170,seo specialist,10127,,,
710,1172,wordpress developer / front-end developer,12309,,,
711,1173,service repair assistant (fiber),10234,,,
712,1178,hr recruitment associate (technical recruiter),4708,,,
713,1180,calibration engineer,1542,,,
714,1181,instrumentation and control technician,5249,,,
715,1189,user experience researcher,12051,,,
716,1195,software quality assurance tester,10461,,,
717,1202,core technology engineer,2205,,,
718,1208,rpo specialist,8838,,,
719,1210,senior analyst,9235,,,
720,1211,business intelligence team lead,1410,,,
721,1212,jr. business intelligence operations support,5707,,,
722,1213,associate data analyst,833,,,
723,1214,analytics consultant,425,Finance and Insurance,Banking,1989950.0
724,1215,graduate consultant trainee,4057,,,
725,1216,project management intern,7977,,,
726,1220,business process lead,1452,,,
727,1221,senior quality assurance specialist,9846,,,
728,1222,quality assurance specialist,8210,,,
729,1223,digital marketing analyst,2994,Technology,Web Development,516000.0
730,1224,technical support advisor,11558,,,
731,1225,quality engineering team lead,8248,,,
732,1228,sql scripter,10652,,,
733,1229,service desk,10181,,,
734,1231,quality management system intern,8262,,,
735,1232,compression department intern,2020,,,
736,1233,time and motion study,11800,,,
737,1237,mobile application developer intern,6706,,,
738,1239,recruitment associate (rpo),8408,,,
739,1240,talent acquisition consultant,11188,Professional Services,"Marketing, Advertising, and Media Management",1200000.0
740,1242,talent acquisition - intern,11174,,,
741,1243,senior recruiting lead for technology,9860,,,
742,1246,senior talent acquisition manager,10036,Engineering and Sciences,Information Technology (IT) Consulting,2038252.0
743,1247,talent acquisition manager,11200,Finance and Insurance,Financial Services,2000000.0
744,1248,"assistant manager, talent acquisition",699,,,
745,1253,ie technician,5058,,,
746,1254,process technician,7596,Manufacturing,Semiconductor Chip Manufacturing,142252.0
747,1255,advanced application engineer,326,,,
748,1258,hr specialist project management,4779,,,
749,1260,business development manager,1376,Engineering and Sciences,Information Technology (IT) Consulting,2400000.0
750,1262,mobile application developer,6705,,,
751,1264,"specialist, aspac hr data management",10630,,,
752,1267,human resources assistant - employee relations and benefits,4940,,,
753,1268,human resource assistant - recruitment,4880,,,
754,1270,senior human resources specialist,9559,,,
755,1273,hr intern - talent acquisition department,4596,,,
756,1280,internal recruiter,5363,,,
757,1281,recruitment/compensation & benefits supervisor,8497,,,
758,1282,hris/compensation & benefits supervisor,4857,,,
759,1283,talent management supervisor,11255,,,
760,1284,hris / compensation and benefits analyst,4844,,,
761,1285,asset management officer,591,,,
762,1286,timekeeper/documentation in-charge,11805,,,
763,1287,recruitment & benefits officer,8352,,,
764,1288,recruitment team lead,8493,,,
765,1289,recruitment staff,8487,,,
766,1291,student,10878,,,
767,1292,tenancy engineer,11725,,,
768,1294,engineering associate,3304,,,
769,1295,storage and backup administrator team lead,10842,,,
770,1296,cloud technology - team lead,1850,,,
771,1297,it operations,5549,,,
772,1298,it specialist,5606,,,
773,1302,english second language tutor,3323,,,
774,1304,secretary,9168,Transportation and Warehousing,Commercial Aviation or Airline,1104000.0
775,1305,course representative,2336,,,
776,1310,full-stack web developer,3837,,,
777,1311,hr recruitment leader,4710,,,
778,1312,senior manager for talent acquisition ncr,9660,,,
779,1319,hr/dcc staff,4834,,,
780,1320,hr admin coordinator,4390,,,
781,1323,performance & rewards senior specialist,7281,,,
782,1325,employee connect specialist,3235,,,
783,1328,program development associate,7834,,,
784,1333,elementary teacher,3220,,,
785,1334,teacher,11301,Professional Services,Customer Service Call Center,800000.0
786,1335,sports editor,10647,,,
787,1339,hr/recruitment officer,4835,,,
788,1341,human resources & operations assistant,4915,,,
789,1344,streamserve designer,10871,,,
790,1347,recruitment analyst / recruiter,8389,,,
791,1348,hr services operations specialist (apac),4748,,,
792,1349,operations customer service representative ii,6991,,,
793,1352,web development student,12254,,,
794,1354,"advisor, client solutions",337,,,
795,1358,order manager,7122,,,
796,1359,sap recruiter,9065,,,
797,1362,document control officer,3119,,,
798,1363,technical support associate,11562,,,
799,1371,information technology delivery manager,5183,,,
800,1372,sap fico team lead,9018,,,
801,1373,transition manager,11916,,,
802,1374,reporting analyst,8650,Professional Services,Recruiting or Staffing,576000.0
803,1380,mlops engineer,6701,,,
804,1382,hr talent fulfillment specialist,4805,,,
805,1383,financial advisor and recruiter,3628,,,
806,1386,executive secretary,3449,Construction,Construction,903512.0
807,1387,client relations associate,1799,Finance and Insurance,Financial Services,372000.0
808,1390,information security specialist,5163,Finance and Insurance,Financial Transaction Processing,1725000.0
809,1396,bank teller,1155,Finance and Insurance,Investment Banking,338000.0
810,1398,budget assistant,1296,,,
811,1401,application analyst,459,,,
812,1402,cloud security engineer,1845,,,
813,1403,recruitment analyst - technology,8388,,,
814,1404,rpo,8836,,,
815,1405,hr-recruitment assistant,4829,,,
816,1409,talent sourcing and acquisition intern,11265,,,
817,1411,delivery associate,2848,,,
818,1413,recruitment analyst - candidate management team,8386,,,
819,1414,recruitment analyst - sourcing,8387,,,
820,1421,civil engineer ojt,1759,,,
821,1423,process engineer,7538,Accommodation and Food Services,Fast Food Restaurant,650000.0
822,1424,production analyst,7750,Finance and Insurance,Insurance Agency or Brokerage,264000.0
823,1427,hr people advisor specialist,4658,,,
824,1430,hr operations executive - rpo,4642,,,
825,1432,administrative aide,290,Education,"Colleges, Universities or Professional School",2376000.0
826,1437,hr people advisor senior analyst,4657,,,
827,1438,hr people advisor analyst,4656,,,
828,1441,sap data analyst,9000,Engineering and Sciences,Biotechnology Research and Development,600000.0
829,1445,resource associate,8723,,,
830,1446,barista,1159,Technology,Information Technology (IT) Services,133632.0
831,1449,app/cloud support associate,455,,,
832,1450,biomedical engineer,1197,Health Care,General Medical and Surgical Hospital,2000000.0
833,1453,entrepreneur,3339,,,
834,1454,junior project manager,5855,,,
835,1456,system analysis and design officer,11087,,,
836,1457,programmer,7862,,,
837,1458,level 1 soc support analyst,6117,,,
838,1466,senior web developer,10114,Professional Services,Online Classified Advertisements,1950000.0
839,1467,internship database administrator,5394,,,
840,1468,hr program & operations associate manager,4681,,,
841,1469,hr program & operations specialist,4683,,,
842,1470,hr program & operations senior analyst,4682,,,
843,1471,people advisor senior analyst,7273,,,
844,1477,academic tutor,40,,,
845,1478,recruitment specialist - strategic talent sourcing,8484,,,
846,1479,human resources officer - digital sourcing,4997,,,
847,1480,human resources associate - sourcing,4952,,,
848,1481,human resources assistant - sourcing,4942,,,
849,1483,zupervisor* for establishments,12364,,,
850,1485,acumatica specialist,265,,,
851,1486,business application consultant,1339,,,
852,1492,security delivery associate,9187,,,
853,1493,conformance analyst,2048,,,
854,1494,junior service engineer,5866,,,
855,1495,rail service technician,8291,,,
856,1498,network operations center engineer,6794,,,
857,1499,provisioning specialist,8087,,,
858,1501,test engineering team lead/consultant,11759,,,
859,1502,software quality assurance engineer,10457,,,
860,1503,transaction premium reconciliation analyst,11893,,,
861,1505,brand activation manager,1235,,,
862,1506,intern- iss,5344,,,
863,1510,procurement contractor exchange operations lead,7630,,,
864,1511,resource management subcontractor endorsement team lead,8728,,,
865,1512,resource management team processor,8729,,,
866,1514,licensed financial consultant,6132,,,
867,1515,disease surveillance officer,3099,,,
868,1516,personnel assistant,7295,Professional Services,Computer Repair and Maintenance Services,216000.0
869,1519,guidance counselor and psychometrician intern,4123,,,
870,1520,recuiting analyst,8498,,,
871,1521,associate specialist,935,,,
872,1522,mid recruiter,6680,,,
873,1523,technical support staff,11626,,,
874,1524,customer care representative,2473,,,
875,1525,recruiment assistant,8330,,,
876,1533,junior programmer,5854,,,
877,1537,design and development intern,2936,,,
878,1538,associate team head for creatives & technical,941,,,
879,1542,hr sourcing analyst,4760,,,
880,1543,hr sourcing associate - employee referral program,4763,,,
881,1544,hr sourcing assistant - account owner,4761,,,
882,1546,talent acquisition/ recruitment intern,11230,,,
883,1547,hr delivery specialist,4567,,,
884,1548,project leader ii / senior recruitment specialist,7966,,,
885,1550,talent supply and demand,11270,,,
886,1551,talent acquisition group- associate manager,11196,,,
887,1552,"global business services- talent acquistion, sr analyst",3914,,,
888,1553,"supervisor, talent acquisition l volume hiring",10966,,,
889,1554,"professional & leadership talent acquisition (support, non-operations)- senior recruiter i",7803,,,
